	BACE1	UBQLN1	MS4A6A	ABI3	ZCWPW1	MS4A4A	FRMD4A	IGF1R	MAPT	TP53INP1	SLC30A6	GSK3B	INSR	APH1B	MAN2A1	PSEN1	MTHFR	SLC30A4	ACE	TFCP2	SORCS1	ALPK2	SOAT1	NOS3	PPP1R37	GLIS3	SRRM4	CST3	SORL1	APOC2	SCIMP	ENTPD7	CELF1	ARID5B	PGBD1	HFE	CD2AP	CTNNA3	TFAM	BDNF	CYP19A1	PM20D1	IGF1	CHRNB2	EIF2AK3	EPHA1	CLNK	NEDD9	SLC24A4	CR1	GAPDH
PAPOLB	-0.054	-0.1697	0.2505	0.3215	0.1797	0.379	-0.3094	-0.0107	-0.0631	0.3344	0.1359	-0.214	-0.0245	0.0029	0.0266	0.1502	0.0024	0.056	0.285	0.0147	-0.2547	0.4355	0.1554	0.4221	0.0868	0.1129	-0.271	0.3633	0.0737	0.3591	0.4506	0.1467	0.4718	0.5175	-0.0105	0.3913	0.2697	0.1103	0.2397	0.134	0.5536	0.3935	0.4458	0.1851	0.4292	0.4421	0.3717	0.3006	0.0572	0.2234	-0.0171
NDUFS7	0.0236	-0.1762	0.1363	0.2823	0.0576	0.151	-0.1248	-0.165	0.0623	-0.0517	-0.1824	-0.0922	-0.1056	-0.0835	-0.1253	0.0918	0.0416	-0.0599	0.1744	-0.1375	-0.0929	0.2942	-0.0839	0.3097	0.2606	0.0269	-0.1213	0.0027	-0.0719	0.2265	0.2558	-0.0388	0.1933	0.3401	0.0702	0.0127	0.4138	-0.0246	0.0694	0.0252	0.3271	0.0723	0.1694	0.1713	0.167	0.1631	0.295	0.2371	-0.0467	-0.0952	0.0551
MEF2A	0.2257	-0.0197	0.3069	0.2065	-0.0502	0.3039	-0.198	0.1087	0.0857	0.2338	0.2325	-0.0661	0.0991	0.0739	0.2006	0.3295	0.22	0.0951	0.2712	0.0933	-0.0861	0.3183	0.1534	0.1294	0.1493	0.2945	-0.0337	0.1654	0.2745	0.2883	0.436	0.1622	0.3756	0.3157	-0.0713	0.3575	0.2423	0.2283	0.2914	0.2701	0.2941	0.3366	0.4332	0.0681	0.1079	0.3415	0.2642	0.3564	0.1127	0.3177	0.2001
LIPI	-0.0075	-0.1925	0.2518	0.2595	0.1358	0.2843	-0.3149	0.0498	-0.1173	0.2687	0.1513	-0.2841	0.1328	0.0687	0.0681	0.1471	0.0763	0.1061	0.1903	-0.0158	-0.2518	0.3764	0.2733	0.1726	-0.0697	0.1566	-0.2729	0.2424	0.0551	0.2928	0.4438	0.2713	0.3983	0.3677	-0.1301	0.4143	0.171	0.1922	0.2048	0.2504	0.4361	0.4152	0.467	0.0295	0.2094	0.3598	0.3548	0.3034	0.0294	0.3221	-0.0999
ADAMTSL5	0.1453	-0.075	0.2499	0.3089	0.2159	0.3741	-0.1401	0.1096	0.1397	0.2005	0.0307	0.0226	0.1422	0.1345	0.0798	0.3126	0.1294	0.228	0.4104	0.0884	0.0327	0.4046	0.1945	0.408	0.221	0.1914	-0.1979	0.2522	0.0544	0.3867	0.3024	0.0646	0.3981	0.3807	-0.0154	0.26	0.4484	0.1452	0.248	0.0326	0.3715	0.2336	0.2358	0.2442	0.2409	0.2148	0.3471	0.1979	0.0663	0.1106	0.1851
WFDC5	-0.0551	-0.1831	0.3055	0.3679	0.2021	0.4819	-0.2832	-0.0086	-0.0075	0.2774	0.128	-0.2023	0.0577	-0.0309	-0.0211	0.176	0.0817	0.0871	0.3792	0.0536	-0.1245	0.382	0.188	0.4524	0.1483	0.1798	-0.1991	0.3579	0.0671	0.4616	0.438	0.1812	0.4944	0.5265	0.1156	0.2975	0.3401	0.1283	0.2164	0.0631	0.579	0.3051	0.3565	0.2134	0.3766	0.4344	0.3857	0.3145	0.05	0.1379	-0.0035
ANKRD33	-0.032	-0.1428	0.2441	0.393	0.1417	0.4197	-0.2244	0.1107	-0.1237	0.3395	0.2453	-0.1939	0.1377	-0.0311	0.0489	0.1732	0.1024	0.1156	0.2893	0.13	-0.117	0.3358	0.2397	0.3695	-0.0152	0.2036	-0.2104	0.3852	0.0615	0.4215	0.4445	0.261	0.4864	0.4772	-0.0058	0.3863	0.2152	0.1506	0.2694	0.2083	0.5243	0.4398	0.4175	0.1935	0.3184	0.3793	0.3147	0.3024	0.1038	0.2684	-0.0272
ZNF24	0.2251	-0.0387	0.3371	0.1972	-0.0222	0.348	-0.2644	0.2813	0.0279	0.2507	0.2711	-0.191	0.2805	0.0154	0.2816	0.299	0.3789	0.1463	0.2596	0.0456	-0.1393	0.284	0.1976	0.1459	0.0081	0.3869	0.0148	0.2773	0.4005	0.2264	0.3644	0.1261	0.3656	0.2723	-0.1874	0.4235	0.1591	0.4293	0.3449	0.1639	0.3259	0.3911	0.4344	-0.0227	0.116	0.3812	0.1869	0.3199	0.1879	0.2997	0.2171
RGS16	-0.0266	-0.0998	0.1779	0.3181	0.2615	0.4062	-0.2078	0.0633	-0.0374	0.2907	0.0601	-0.1279	0.1049	-0.0011	-0.0178	0.1432	0.1117	0.1855	0.2761	0.1133	-0.0951	0.3232	0.2936	0.4542	-0.0027	0.096	-0.2353	0.3186	0.1462	0.3273	0.3544	0.2235	0.4145	0.4952	0.0967	0.3048	0.2041	0.1094	0.2316	0.1053	0.5406	0.2741	0.2912	0.1471	0.4079	0.3165	0.326	0.1721	0.0891	0.1394	-0.0834
PPARD	-0.0434	-0.1749	0.3316	0.3176	0.1036	0.394	-0.1985	0.2011	-0.1863	0.3617	0.3773	-0.2064	0.1773	0.0472	0.0734	0.1839	0.0576	0.1197	0.3299	0.1713	-0.0471	0.2783	0.3115	0.1854	-0.052	0.3037	-0.2126	0.338	-0.0436	0.4235	0.4382	0.3043	0.4142	0.3703	-0.055	0.3486	0.1867	0.1557	0.345	0.2273	0.3994	0.5143	0.4245	0.0931	0.1712	0.3448	0.3293	0.2885	0.1556	0.3579	-0.0361
NUDCD3	-0.0877	-0.1966	0.1849	0.3562	0.0852	0.3811	-0.1397	0.0496	-0.0653	0.1874	0.0658	-0.1212	-0.0412	-0.134	-0.1379	0.0097	0.0416	-0.005	0.2217	0.05	-0.0264	0.2733	0.0838	0.3518	0.1331	0.0871	-0.0483	0.3649	0.0367	0.313	0.3958	0.16	0.4569	0.4196	0.0346	0.2483	0.1997	0.0621	0.2432	0.0501	0.4583	0.297	0.2995	0.2137	0.2961	0.389	0.3052	0.2133	0.0404	0.1803	-0.0523
WDR37	0.2011	0.1646	0.1666	-0.0637	0.2854	0.0183	-0.0059	0.258	-0.0148	0.4275	0.285	-0.1033	0.448	0.5309	0.5837	0.3971	0.1737	0.4175	0.138	0.3651	0.0307	0.0582	0.4374	-0.0729	-0.1732	0.3282	-0.3534	-0.0596	0.0428	0.0393	0.0319	0.1193	-0.0256	-0.0138	0.0592	0.1495	0.0113	0.452	-0.0555	0.1119	-0.0357	0.2333	0.1315	-0.2179	-0.0201	-0.0077	-0.0426	0.0632	0.1799	0.2724	-0.1608
MATR3	0.0719	0.0461	0.1392	0.1221	0.2598	0.1959	-0.0001	0.2202	0.1355	0.2585	0.0621	0.0247	0.1773	0.2328	0.1303	0.1941	0.3402	0.3188	0.2639	0.196	0.1624	0.2408	0.2982	0.2295	0.1969	0.1185	-0.1438	0.2152	0.187	0.2595	0.1329	0.1748	0.2509	0.3144	0.1038	0.1175	0.1985	0.193	0.213	0.0462	0.261	0.1353	0.1395	0.1151	0.2188	0.1904	0.166	0.212	0.0971	0.0889	-0.0136
BRD8	0.1274	-0.0863	0.1937	0.1069	0.0626	0.1545	-0.1474	0.1208	0.0451	0.155	0.0841	-0.1084	0.2017	0.1135	0.1586	0.2201	0.3164	0.1761	0.1827	0.0635	0.0284	0.2509	0.1484	0.1749	0.1688	0.2751	-0.0984	0.0206	0.1927	0.215	0.1725	0.1143	0.1945	0.199	-0.0326	0.1188	0.2407	0.2652	0.1648	0.1226	0.2273	0.2157	0.2255	0.0996	0.129	0.1565	0.1637	0.1975	0.0712	0.0735	0.0594
ACP6	-0.1628	-0.2701	0.1148	0.2271	0.027	0.2014	-0.1037	0.1361	-0.2212	0.1763	0.1615	-0.2253	0.0843	0.0084	-0.0813	0.0217	-0.0881	0.0204	0.1723	0.1315	-0.0117	0.1032	0.2492	0.0519	-0.0694	0.1553	-0.2421	0.1124	-0.1494	0.2334	0.2403	0.1046	0.2054	0.1775	-0.0567	0.0826	0.1884	0.0098	0.0797	0.0656	0.1824	0.2321	0.2768	-0.0652	0.0481	0.2146	0.3078	0.1277	0.0562	0.18	-0.3225
SLC26A9	0.1995	-0.0469	0.304	0.2251	0.3022	0.3004	-0.2492	0.1503	-0.0353	0.4321	0.1876	-0.2408	0.2826	0.3475	0.389	0.4482	0.2158	0.356	0.3854	0.2405	-0.1282	0.3296	0.4261	0.287	-0.0304	0.2507	-0.4378	0.2411	0.106	0.3411	0.4256	0.1788	0.3562	0.4352	0.0637	0.3896	0.3	0.4151	0.2303	0.0809	0.4464	0.3751	0.3508	0.0324	0.2782	0.3059	0.2641	0.2573	0.1036	0.3021	-0.0384
ZNF785	0.1982	-0.0239	0.3029	0.2781	0.146	0.3907	-0.1807	0.2747	0.1379	0.2721	0.1606	-0.1006	0.2233	0.0979	0.1678	0.2409	0.3963	0.2143	0.3232	0.0818	-0.0138	0.384	0.1949	0.2435	0.2136	0.2991	0.0101	0.398	0.4154	0.2472	0.3206	0.1459	0.4677	0.3637	-0.0841	0.3661	0.1804	0.3628	0.3365	0.0739	0.4255	0.3445	0.3677	0.0663	0.2757	0.4046	0.237	0.3742	0.1622	0.1722	0.2241
GLUL	0.0169	0.1455	-0.0201	-0.0634	0.1487	-0.0271	0.3339	0.2592	0.2234	0.0973	0.0526	0.1837	0.202	0.2693	0.0723	0.0315	0.0965	0.1493	0.0449	0.2088	0.3111	-0.0384	0.1277	-0.0955	0.0399	0.1327	0.0917	-0.0223	-0.0054	-0.0763	-0.1689	-0.0055	-0.1879	-0.1514	0.0757	-0.1793	-0.0295	-0.0009	-0.146	-0.072	-0.2305	-0.0975	-0.1282	0.0144	-0.1018	-0.1763	-0.0783	-0.0655	0.0525	-0.0052	0.0272
DNAH14	-0.0818	-0.1735	0.2847	0.3037	0.0686	0.4125	-0.3017	0.0868	-0.0978	0.386	0.1964	-0.2374	0.0085	-0.0374	-0.0208	0.102	-0.0256	0.0409	0.1861	0.0117	-0.2086	0.3759	0.1951	0.2953	0.0251	0.1614	-0.1862	0.395	0.1311	0.3522	0.4911	0.2326	0.4808	0.4645	-0.1282	0.4814	0.1494	0.1049	0.2325	0.2136	0.5331	0.425	0.5166	0.0907	0.308	0.4833	0.3812	0.2882	0.1253	0.3909	-0.0603
TACC1	0.0877	0.0964	0.1007	0.0797	0.0576	-0.0033	0.0523	0.3261	0.1812	0.2045	0.108	-0.0191	0.3099	0.2176	0.2389	0.1443	0.1527	0.1779	0.108	0.1186	0.0518	0.0523	0.1552	0.0228	0.0487	0.2233	-0.0801	0.0429	0.2441	0.051	-0.0279	0.0388	-0.0169	0.0471	-0.0127	0.0813	0.0503	0.1018	0.0516	0.0491	-0.0002	0.0876	0.0802	-0.0302	-0.0743	-0.0334	0.0272	0.0852	0.1192	0.1739	0.0785
EIF4ENIF1	-0.0262	-0.1385	0.3206	0.4408	0.1534	0.4094	-0.2622	0.0617	-0.0313	0.3066	0.1934	-0.1745	0.0929	0.0143	0.0266	0.2062	0.062	0.1293	0.3506	0.0637	-0.1411	0.3955	0.238	0.3812	0.0586	0.1817	-0.2462	0.3484	0.0649	0.39	0.4681	0.1844	0.4867	0.4901	0.017	0.4	0.2386	0.1318	0.1996	0.1856	0.5442	0.3859	0.4274	0.163	0.3462	0.436	0.4045	0.2294	0.12	0.2759	-0.0141
RREB1	0.088	-0.1051	0.3812	0.3453	0.1129	0.4797	-0.3075	0.1408	0.0526	0.3543	0.1684	-0.1786	0.1991	0.1627	0.1733	0.3636	0.1894	0.2305	0.4987	0.1779	-0.05	0.3312	0.3413	0.3799	0.0491	0.3488	-0.3199	0.2208	0.0512	0.4461	0.3924	0.1954	0.3666	0.464	-0.0053	0.3189	0.2951	0.2059	0.2661	0.1384	0.4351	0.3668	0.3603	0.1383	0.2301	0.3364	0.3899	0.3083	0.1853	0.2685	0.0249
CBLN2	-0.0519	0.352	-0.5209	-0.2416	0.0017	-0.3583	0.6269	-0.0637	0.3699	-0.4135	-0.2755	0.5526	-0.2005	-0.2149	-0.3201	-0.4083	-0.0856	-0.1605	-0.4147	-0.0643	0.2888	-0.2019	-0.3524	-0.1559	0.2607	-0.4419	0.6097	-0.1846	0.0461	-0.3191	-0.3436	-0.1033	-0.2648	-0.3248	0.2553	-0.3323	-0.1923	-0.4037	-0.1507	-0.0864	-0.3576	-0.4713	-0.407	0.2056	-0.1753	-0.3014	-0.3078	-0.244	-0.092	-0.317	0.0473
PDS5B	0.0733	-0.0949	0.25	0.3464	0.195	0.3878	-0.2744	0.0872	0.0197	0.3372	0.1992	-0.1535	0.1345	0.1527	0.1089	0.2799	0.0649	0.2098	0.3225	0.1692	-0.1249	0.3657	0.3019	0.3971	0.0729	0.1334	-0.2627	0.2913	0.0987	0.4136	0.4484	0.2568	0.4219	0.4654	0.0572	0.3351	0.2019	0.1811	0.2621	0.2035	0.5175	0.3316	0.4259	0.1647	0.2846	0.3303	0.4046	0.2568	0.1353	0.2495	-0.0196
NRG2	0.0224	-0.0957	0.3683	0.3302	0.0708	0.3779	-0.248	0.1492	-0.0071	0.3081	0.2296	-0.1555	0.1105	0.0828	0.0677	0.2276	0.2547	0.1882	0.3699	0.093	0.0394	0.3733	0.2149	0.2818	0.1907	0.3309	-0.0644	0.2316	0.1935	0.3389	0.5014	0.1873	0.4237	0.4509	-0.0308	0.2788	0.248	0.2146	0.2104	0.2469	0.4716	0.3295	0.434	0.1303	0.2419	0.4314	0.2722	0.3346	0.1897	0.2118	0.0593
HIGD1A	0.089	0.566	-0.3288	-0.363	0.0703	-0.2619	0.5961	0.1375	0.3489	-0.1638	0.091	0.6626	0.0001	0.1807	-0.001	-0.0611	0.0385	0.2257	-0.1895	0.312	0.5703	-0.2189	0.0549	-0.2318	0.1346	-0.1179	0.4126	-0.2385	-0.0288	-0.2102	-0.2666	0.0724	-0.2794	-0.3239	0.2973	-0.2218	-0.3503	-0.1431	-0.089	0.1479	-0.4198	-0.2546	-0.2855	0.1749	-0.239	-0.2921	-0.3472	-0.248	0.1341	-0.1468	0.053
DGKG	-0.0226	-0.0815	0.3225	0.3217	0.1322	0.4728	-0.1793	0.1084	-0.0351	0.3279	0.2355	-0.1338	0.0365	0.0175	0.0012	0.1562	0.0798	0.0773	0.2747	0.0044	-0.1161	0.3798	0.1826	0.2428	0.0864	0.2002	-0.1107	0.4307	0.1369	0.351	0.4266	0.2178	0.5003	0.4221	-0.0963	0.4184	0.2011	0.1192	0.2644	0.1277	0.459	0.4328	0.4613	0.1174	0.3243	0.4717	0.3227	0.3512	0.1115	0.2846	0.0939
NLRP4	-0.0528	-0.1515	0.1614	0.368	0.2699	0.329	-0.1835	-0.1215	-0.0636	0.2055	0.0352	-0.1349	0.0176	-0.0111	-0.0666	0.1266	0.0282	0.0572	0.2888	0.15	-0.0855	0.2673	0.1332	0.4458	0.1317	0.0157	-0.2349	0.2886	-0.0159	0.3796	0.3363	0.1329	0.4148	0.4054	0.1908	0.15	0.2368	0.0257	0.1932	0.0818	0.4921	0.1953	0.192	0.2418	0.44	0.2856	0.2513	0.2337	0.0327	0.0305	-0.0837
GABRB2	0.0818	0.5363	-0.34	-0.3366	-0.0372	-0.2858	0.6012	0.1468	0.4524	-0.3802	-0.1395	0.7191	-0.0988	-0.034	-0.1791	-0.2363	0.1226	0.1456	-0.214	0.1302	0.5805	-0.208	-0.1626	-0.1892	0.2517	-0.2128	0.6492	-0.211	0.1523	-0.2599	-0.2506	-0.0424	-0.1915	-0.2801	0.2377	-0.2298	-0.2644	-0.2569	-0.0596	0.0337	-0.3349	-0.3511	-0.3777	0.1718	-0.2128	-0.2573	-0.3632	-0.2178	-0.0024	-0.2957	0.2675
FAM19A4	0.2123	0.0881	0.1603	0.1065	0.3086	0.1911	-0.1583	0.1623	-0.0112	0.313	0.195	-0.1043	0.3174	0.332	0.3764	0.3522	0.0773	0.314	0.2278	0.271	-0.0893	0.2015	0.3792	0.1483	-0.0987	0.1312	-0.3265	0.1599	0.0774	0.2429	0.2074	0.1719	0.2145	0.2376	0.0853	0.1977	0.0012	0.367	0.1299	0.062	0.2478	0.2052	0.1565	0.0377	0.1529	0.2189	0.1439	0.132	0.1882	0.2539	-0.1071
NIPBL	0.1889	0.0484	0.2157	0.0746	-0.0452	0.2572	-0.1048	0.2608	0.114	0.1713	0.1249	-0.0222	0.2047	0.0645	0.1827	0.1864	0.3614	0.1548	0.2213	0.0424	0.0806	0.1225	0.0942	0.0617	0.0377	0.3615	0.1019	0.1631	0.3273	0.1549	0.1623	0.0351	0.2083	0.1181	-0.1481	0.1893	0.1037	0.3475	0.1244	0.0523	0.1305	0.1911	0.1865	0.0078	0.0283	0.2003	0.0195	0.1823	0.2426	0.1072	0.056
LDB2	-0.0693	-0.2262	0.369	0.3833	0.1245	0.414	-0.3446	0.0361	-0.2152	0.3615	0.2733	-0.3117	0.0281	-0.0281	0.0478	0.1745	0.0178	0.0574	0.2744	0.0732	-0.2318	0.3807	0.1879	0.3161	0.0132	0.208	-0.3072	0.3547	0.024	0.424	0.5054	0.2316	0.4961	0.4941	-0.0694	0.4419	0.2062	0.1735	0.2824	0.224	0.5505	0.5278	0.4908	0.0798	0.3642	0.4698	0.3665	0.3298	0.0992	0.3276	-0.0382
UBE2U	-0.0568	-0.0927	0.3006	0.3642	0.0802	0.4388	-0.2508	0.146	-0.0713	0.3712	0.2733	-0.1948	0.0912	0.0339	0.0366	0.124	0.0435	0.1357	0.2682	0.1041	-0.1577	0.3389	0.3042	0.269	0.0471	0.1659	-0.1958	0.395	0.171	0.3394	0.4344	0.2626	0.5251	0.4471	-0.0811	0.4575	0.197	0.1761	0.2481	0.2266	0.5235	0.4723	0.4926	0.0733	0.3322	0.5165	0.324	0.3195	0.1151	0.3137	-0.1031
AGAP6	0.1909	0.1504	0.2349	0.201	0.1431	0.424	-0.1197	0.1469	0.1975	0.2912	0.213	0.1243	0.0576	-0.005	0.0649	0.3	0.1313	0.1432	0.2521	0.0511	-0.0315	0.3869	0.1352	0.3461	0.2528	0.2114	0.0848	0.3482	0.2803	0.2943	0.462	0.1773	0.536	0.439	0.0355	0.4373	0.1246	0.0876	0.4049	0.2305	0.4642	0.2505	0.3655	0.3491	0.243	0.386	0.2843	0.3204	0.143	0.1969	0.2861
GNB5	0.0777	0.5296	-0.2529	-0.2354	0.228	-0.1413	0.5858	0.2588	0.3791	-0.0947	0.0261	0.6594	0.0771	0.2909	-0.0232	0.0139	0.1268	0.4351	0.0052	0.3516	0.6763	-0.0684	0.2344	-0.0909	0.19	-0.1165	0.2475	-0.1199	-0.0459	-0.0487	-0.1437	0.1469	-0.1413	-0.1355	0.3592	-0.1903	-0.1902	-0.1183	0.0515	0.1199	-0.2281	-0.1892	-0.2326	0.1921	-0.1387	-0.2173	-0.1846	-0.1464	0.1443	-0.1375	0.0182
NRG4	-0.0679	-0.0145	0.1578	0.3072	0.1835	0.3967	-0.057	0.0381	0.0258	0.2151	0.1855	-0.0151	-0.0208	-0.0498	-0.1002	0.054	0.0362	0.0909	0.0963	0.0926	0.0062	0.2155	0.1471	0.3042	0.1664	0.089	-0.0148	0.3075	0.0499	0.3191	0.3297	0.2509	0.4052	0.4275	0.1181	0.2122	0.1039	-0.0164	0.214	0.1215	0.4893	0.2569	0.2662	0.2291	0.279	0.3109	0.2437	0.1778	0.1165	0.1421	-0.0418
ZBTB11	0.1374	-0.048	0.32	0.2782	0.1174	0.406	-0.2154	0.2349	0.0185	0.3765	0.2873	-0.1299	0.189	0.1668	0.1568	0.2768	0.2121	0.249	0.3922	0.1795	-0.0184	0.295	0.3234	0.3229	0.1049	0.2887	-0.1787	0.2679	0.2623	0.3899	0.4185	0.2326	0.4439	0.3833	-0.0272	0.3597	0.2443	0.2632	0.3169	0.2251	0.4321	0.3993	0.3785	0.0833	0.2208	0.3365	0.3296	0.3366	0.1135	0.2963	0.0643
PDE4A	-0.0526	-0.2362	0.1772	0.4264	0.1449	0.4338	-0.2774	-0.0881	-0.0001	0.1978	-0.0369	-0.1808	-0.0848	-0.1405	-0.1396	0.074	-0.0112	-0.0921	0.2806	-0.1163	-0.2291	0.3515	-0.0324	0.4823	0.2365	0.0024	-0.1356	0.3037	0.0808	0.4038	0.3345	0.038	0.462	0.4785	-0.0015	0.2069	0.3539	-0.0237	0.1596	-0.0143	0.5248	0.2038	0.3108	0.2467	0.3857	0.3797	0.3765	0.2917	-0.0065	0.1051	0.0152
ASXL1	0.3798	0.2172	0.127	-0.0315	0.036	0.0607	0.0036	0.3448	0.2525	0.1656	0.2105	0.028	0.4142	0.1359	0.3991	0.2987	0.4327	0.2082	0.143	0.1395	0.1083	0.06	0.0896	0.0401	0.0624	0.3353	0.2343	0.073	0.5304	-0.0175	0.0071	0.0142	0.0607	0.0392	0.0306	0.1258	-0.0431	0.3521	0.1437	0.041	0.0197	0.0454	0.0319	-0.0551	-0.0788	-0.0181	-0.1007	0.1029	0.1757	0.0948	0.3832
ZC3H14	0.2388	0.503	-0.0118	-0.1985	0.1969	-0.0522	0.4381	0.4683	0.3779	0.1435	0.2257	0.4869	0.4318	0.4367	0.3792	0.3217	0.3444	0.549	0.1285	0.4529	0.4903	0.0029	0.3664	-0.0705	0.0907	0.2243	0.1619	-0.0037	0.2089	-0.0416	-0.0478	0.1493	-0.0749	-0.0705	0.2809	-0.0099	-0.1091	0.2138	0.1374	0.1133	-0.1409	0.0317	-0.065	0.125	-0.1109	-0.1298	-0.1718	-0.0094	0.293	0.0378	0.1868
RPS19	0.0301	-0.1574	0.3673	0.4247	0.1428	0.4242	-0.2647	0.1558	-0.039	0.3738	0.2477	-0.2464	0.2396	0.1739	0.1456	0.2635	0.0967	0.1876	0.3477	0.1335	-0.1437	0.2622	0.3839	0.286	-0.0164	0.2911	-0.3793	0.2571	-0.0048	0.4506	0.3963	0.2626	0.4012	0.4305	-0.1127	0.3608	0.3046	0.1811	0.2216	0.2051	0.409	0.5179	0.428	0.069	0.2464	0.3345	0.354	0.2876	0.1439	0.3669	-0.1138
POU3F2	0.3027	0.3341	-0.053	-0.0785	0.212	-0.0576	0.2327	0.3897	0.2267	0.2876	0.3277	0.2399	0.43	0.3802	0.4609	0.3484	0.2758	0.4097	0.0567	0.3097	0.0809	-0.0016	0.2549	-0.0934	-0.0419	0.2036	0.0058	0.1282	0.2858	-0.0752	-0.0191	0.1077	-0.0382	-0.0256	0.087	0.1161	-0.1239	0.311	0.1233	0.0337	-0.0617	0.0589	-0.0032	-0.0468	-0.054	-0.0582	-0.0913	0.0093	0.2769	0.0719	0.1577
MRE11A	0.1263	0.0166	0.1943	0.2366	0.1438	0.2404	-0.1282	0.0702	0.1309	0.2342	0.1167	-0.051	0.0921	0.052	0.1359	0.1952	0.1776	0.1192	0.1796	0.0544	-0.1189	0.3169	0.119	0.3292	0.273	0.1446	-0.0377	0.2535	0.2982	0.2958	0.3921	0.1764	0.4309	0.3746	0.1048	0.3285	0.1972	0.1585	0.321	0.1792	0.4672	0.2187	0.3106	0.2913	0.2729	0.3347	0.2429	0.2853	0.0875	0.1537	0.1377
ZNF600	0.3336	0.2583	0.3087	0.0278	0.1719	0.2249	-0.053	0.3406	0.21	0.3523	0.2837	0.1046	0.392	0.3934	0.4373	0.457	0.281	0.3659	0.3026	0.3188	0.0815	0.2036	0.3247	0.1098	0.0746	0.3463	-0.0866	0.1296	0.2383	0.1297	0.1009	0.092	0.2034	0.091	0.0496	0.2192	0.0102	0.2842	0.2498	0.1082	0.1053	0.1918	0.1781	0.0309	0.0543	0.089	0.0148	0.154	0.2038	0.2267	0.2714
EID2B	0.2258	0.515	-0.2095	-0.2546	0.1174	-0.2695	0.5469	0.1608	0.3851	-0.1074	0.0341	0.619	0.0098	0.2797	0.0462	0.0579	0.1979	0.308	-0.0907	0.3218	0.5994	-0.1587	0.0013	-0.129	0.2402	-0.0114	0.3735	-0.2091	0.0579	-0.1699	-0.1952	0.0741	-0.2085	-0.1768	0.3038	-0.2055	-0.2026	-0.0749	0.0096	0.1653	-0.3021	-0.2081	-0.2595	0.1848	-0.2136	-0.2344	-0.3134	-0.1299	0.1443	-0.1284	0.159
MCM4	0.0567	0.044	0.1758	0.2765	0.3322	0.4154	-0.0024	0.0242	0.162	0.216	0.0408	0.069	0.1194	0.1264	-0.0044	0.2042	0.1762	0.1971	0.316	0.1825	0.1055	0.2594	0.1874	0.4103	0.2568	0.1568	-0.1298	0.1559	0.0522	0.424	0.1795	0.1926	0.3171	0.3614	0.1899	0.1192	0.237	0.0118	0.1551	0.0128	0.4006	0.1358	0.0908	0.2709	0.2986	0.1585	0.2264	0.2357	0.1484	-0.0213	0.0522
PRKAR1A	0.2668	0.2804	0.3622	0.0349	0.0062	0.2448	-0.103	0.4652	0.1397	0.3177	0.3754	0.0272	0.4853	0.2969	0.451	0.3756	0.4377	0.3642	0.2538	0.2682	0.092	0.1669	0.3721	0.0685	-0.0657	0.4943	0.0319	0.1412	0.4465	0.1277	0.2019	0.2452	0.2105	0.1786	-0.0171	0.3685	-0.0472	0.3674	0.2795	0.1829	0.1792	0.3514	0.2457	0.0023	0.0254	0.1387	-0.015	0.2043	0.2829	0.279	0.3688
CHRM3	-0.1132	0.3226	-0.5034	-0.2461	-0.0387	-0.3951	0.6354	-0.0683	0.3377	-0.4271	-0.2354	0.5783	-0.2545	-0.2335	-0.3987	-0.4482	-0.1073	-0.1239	-0.4262	-0.0557	0.3992	-0.2809	-0.3789	-0.1832	0.2598	-0.4152	0.6568	-0.243	-0.0128	-0.3356	-0.3501	-0.1143	-0.2937	-0.3351	0.2262	-0.3894	-0.2447	-0.4563	-0.2051	-0.0209	-0.3952	-0.4773	-0.4179	0.1522	-0.2382	-0.3039	-0.3558	-0.2781	-0.0778	-0.3492	0.0133
CLNS1A	0.0401	-0.1427	0.017	0.0883	0.0264	0.1574	-0.0237	0.1845	-0.0784	0.1647	0.209	-0.1755	0.0606	-0.0659	0.0056	-0.0374	0.2214	0.0057	0.0736	0.0888	0.0289	0.0664	0.0559	0.0445	0.0237	0.1592	0.1544	0.2291	0.3062	0.1052	0.1564	0.0954	0.1593	0.1139	-0.1209	0.2294	-0.041	0.1952	0.106	0.1148	0.1198	0.1642	0.182	-0.08	-0.0173	0.1564	0.0397	0.1484	0.0828	0.2025	-0.0015
PTPRD	0.0512	-0.1156	0.2964	0.2149	0.1344	0.3859	-0.3977	0.0375	-0.1718	0.285	0.2118	-0.2205	0.0265	-0.012	0.0956	0.2511	0.0497	0.1426	0.329	0.0346	-0.152	0.414	0.2203	0.3152	0.0278	0.2025	-0.2185	0.2689	0.1178	0.3677	0.5405	0.1436	0.4786	0.4802	-0.0344	0.4025	0.12	0.2502	0.3061	0.2326	0.5333	0.3607	0.4437	0.0358	0.3397	0.4363	0.3506	0.2876	0.015	0.2347	0.0305
ART4	-0.169	-0.2514	0.217	0.3228	0.0684	0.4191	-0.3051	-0.0119	-0.1628	0.2627	0.1408	-0.2761	-0.0629	-0.1718	-0.1116	0.0207	-0.0782	-0.0577	0.1833	-0.0827	-0.2597	0.3713	0.124	0.3055	0.0042	0.1261	-0.1618	0.3762	0.0532	0.3792	0.4771	0.2506	0.4692	0.4052	-0.1163	0.3863	0.2115	0.0032	0.2504	0.2128	0.524	0.3917	0.4778	0.1642	0.2985	0.4861	0.4074	0.2855	0.0409	0.3068	-0.1168
